城市,名字,评分,户型,出租类型,可住几人,价格,图片地址
beijing,绿氧空间二号院北欧风情亲子房,"
                                        5.0
                                    ",4室,单间出租,宜住3人,￥459,//pics.muniao.com//UploadFiles/root/thumb/240603/decb76a533284079ba72c0a161c85050.jpg_414_262.jpg
beijing,绿氧空间二号院隐宿北欧风情大床房,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥469,//pics.muniao.com//UploadFiles/root/thumb/240603/b26717b3daaa422a8b936d40e751fdeb.jpg_414_262.jpg
beijing,榕,"
                                        5.0
                                    ",1室,单间出租,宜住2人,￥700,//pics.muniao.com//UploadFiles/root/room/1198313/thumb/bf758651b84a4039912fb93c7f19c35e.jpg_414_262.jpg
beijing,云山涵舍十渡短租,"
                                        5.0
                                    ",8室,整租,宜住22人,￥2880,//pics.muniao.com//UploadFiles/root/thumb/240603/d6c54d90ab984415ab55fec338d2f25b.jpg_414_262.jpg
beijing,【夏日特惠】近通州北关地铁站~环球影城~北京胸科~温馨复试loft家庭房~适合一家出游～可加客~可洗,"
                                        5.0
                                    ",1室,整租,宜住3人,￥663,//pics.muniao.com//UploadFiles/root/thumb/240603/cf511b4c9ea449e39d8c79a49aaa82d4.png_414_262.png
beijing,【奶油风·高清投影】大床房/鸟巢/五月天演唱会/水立方/龙德广场/清华长庚/5、13号线步行8分钟/,"
                                        5.0
                                    ",1室,整租,宜住2人,￥300,//pics.muniao.com//UploadFiles/root/thumb/240603/74fce02a1d9144028f1296bae06ca02d.jpg_414_262.jpg
beijing,【奶油两居室·五月天演唱会】水立方/鸟巢/龙德广场/清华长庚/5、13号线步行8分钟/立水桥/连住优,"
                                        5.0
                                    ",2室,整租,宜住4人,￥350,//pics.muniao.com//UploadFiles/root/thumb/240603/a6d4552c53a9498c92abbc721c733b06.jpg_414_262.jpg
beijing,【中古风·五月天演唱会】鸟巢水立方//龙德广场/万优汇/清华长庚/5、13号线步行8分钟/立水桥/连,"
                                        5.0
                                    ",1室,整租,宜住2人,￥300,//pics.muniao.com//UploadFiles/root/thumb/240603/94d037859f1e403587a91e5dc1aeada6.jpg_414_262.jpg
beijing,【咖芒·简约日式·五月天演唱会】大床房/水立方/鸟巢/龙德广场/清华长庚/5、13号线步行8分钟/立,"
                                        5.0
                                    ",1室,整租,宜住2人,￥300,//pics.muniao.com//UploadFiles/root/thumb/240603/2749e1c021ba44408f06ad6acd8ae866.jpg_414_262.jpg
beijing,免费接送环球影城/免费租魔法袍四件套/免费寄存行李/双 床房/住4人,"
                                        5.0
                                    ",1室,整租,宜住4人,￥580,//pics.muniao.com//UploadFiles/root/thumb/240603/f9b1df52f07f4250b82c79f6bf6e12d7.jpg_414_262.jpg
beijing,免费接送环球影城/免费租魔法袍四件套/免费寄存行李/大床房/住2人,"
                                        5.0
                                    ",1室,整租,宜住2人,￥500,//pics.muniao.com//UploadFiles/root/thumb/240603/5e61ab6522204e419ee5456ee2dfd7b3.jpg_414_262.jpg
beijing,免费接送环球影城/免费租魔法袍四件套/免费寄存行李/大床房/住2人,"
                                        5.0
                                    ",1室,整租,宜住2人,￥500,//pics.muniao.com//UploadFiles/root/thumb/240603/eac011c8fd8d41ee9a37687aa0e8a010.jpg_414_262.jpg
beijing,免费接送环球影城/免费租魔法袍四件套/免费寄存行李/住4人,"
                                        5.0
                                    ",1室,整租,宜住2人,￥500,//pics.muniao.com//UploadFiles/root/thumb/240603/c7650b8cbd314b2c86ea606c1493eb40.jpg_414_262.jpg
beijing,免费接送环球影城/免费租魔法袍四件套/免费寄存行李/大床房/住2人,"
                                        5.0
                                    ",1室,整租,宜住2人,￥500,//pics.muniao.com//UploadFiles/root/thumb/240603/2cd6c859cfb5487693f02e818eb1d503.jpg_414_262.jpg
beijing,免费接送环球影城/免费租魔法袍四件套/免费寄存行李/住4人,"
                                        5.0
                                    ",1室,整租,宜住4人,￥300,//pics.muniao.com//UploadFiles/root/thumb/240603/8379138ca4fc45df9b52337b72296d26.jpg_414_262.jpg
beijing,紧邻长阳地铁站/精装Loft户型/直达北京西站/奥特莱斯/京投港,"
                                        5.0
                                    ",1室,整租,宜住4人,￥888,//pics.muniao.com//UploadFiles/root/thumb/240603/4f83b1a279334dcb82ae4e4f86699153.jpg_414_262.jpg
beijing,『栖莱 1号』紧邻长阳地铁站/精装超大Loft户型/直达北京西站/可日租、月租、季租、年租,"
                                        5.0
                                    ",2室,整租,宜住4人,￥800,//pics.muniao.com//UploadFiles/root/thumb/240603/a1a697ab584545fd990aded58e9dfde3.jpg_414_262.jpg
beijing,【枕山水.奶咖】复古风投影房/3站到北京南天坛公园天安门故宫西单大栅栏北海后海南,5.0,1室,整租,宜住2人,￥350,//pics.muniao.com//UploadFiles/root/room/1197737/thumb/d7463a08e30b4ab489ece3356ead7762.jpg_414_262.jpg
beijing,古北御尚上房揭瓦景观大床,"
                                        5.0
                                    ",1室,整租,宜住2人,￥679,//pics.muniao.com//UploadFiles/root/thumb/240531/2ac615b3cfa34090be7fdb2cbf844381.jpg_414_262.jpg
beijing,古北御尚复式豪华双卧套房,"
                                        5.0
                                    ",2室,整租,宜住4人,￥1671,//pics.muniao.com//UploadFiles/root/thumb/240531/8efd59f60456485eb9f12822d54c8271.jpg_414_262.jpg
beijing,古北御尚庭院榻榻米大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥679,//pics.muniao.com//UploadFiles/root/thumb/240531/e3ba54811d6c4f11b7efa6ba9fd1896c.jpg_414_262.jpg
beijing,古北御尚标准间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥530,//pics.muniao.com//UploadFiles/root/thumb/240531/95bf00fdc3ee4c41bc294f38c41f0fdd.jpg_414_262.jpg
beijing,古北御尚庭院家庭房,"
                                        5.0
                                    ",1室,整租,宜住3人,￥753,//pics.muniao.com//UploadFiles/root/thumb/240531/ac796d1399e14c56aa8505c4e4077f92.jpg_414_262.jpg
beijing,林肯公园2室观景房/近文化园地铁站/公园/大族广场/可日租/长租/,"
                                        5.0
                                    ",2室,整租,宜住4人,￥610,//pics.muniao.com//UploadFiles/root/thumb/240531/1b5f4d6de37943a4bc32dbba98336348.jpg_414_262.jpg
beijing,整套一居室,"
                                        5.0
                                    ",1室,整租,宜住3人,￥358,//pics.muniao.com//UploadFiles/root/thumb/240531/7a35b4f463984c2ba29fd965dd5328a6.jpg_414_262.jpg
beijing,整套一居室出租,"
                                        5.0
                                    ",1室,整租,宜住3人,￥358,//pics.muniao.com//UploadFiles/root/thumb/240531/305876e6db874b3b99b1e419da201914.jpg_414_262.jpg
beijing,整套一居室,"
                                        5.0
                                    ",1室,整租,宜住3人,￥358,//pics.muniao.com//UploadFiles/root/room/1196976/thumb/921bf9a7396345bf8f4b0ba892fe6676.jpg_414_262.jpg
beijing,三人间,"
                                        5.0
                                    ",2室,单间出租,宜住3人,￥228,//pics.muniao.com//UploadFiles/root/thumb/240531/fd85899c375a4df9904e3c59580da92e.jpg_414_262.jpg
beijing,整套两居室 出租,"
                                        5.0
                                    ",2室,整租,宜住6人,￥488,//pics.muniao.com//UploadFiles/root/room/1196974/thumb/491f38a1eed4477fa754792df757c069.jpg_414_262.jpg
beijing,整套一居室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥358,//pics.muniao.com//UploadFiles/root/room/1196972/thumb/bff770deffa34e78b75983a51a7c727f.jpg_414_262.jpg
beijing,二人间,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥200,//pics.muniao.com//UploadFiles/root/thumb/240531/86ca7e72f0d84b32b2580bc44502f84b.jpg_414_262.jpg
beijing,三人间,"
                                        5.0
                                    ",2室,单间出租,宜住3人,￥228,//pics.muniao.com//UploadFiles/root/thumb/240531/90c7b70b58bf427dada2a96d3f3940ff.jpg_414_262.jpg
beijing,整套两居室出租,"
                                        5.0
                                    ",2室,整租,宜住6人,￥488,//pics.muniao.com//UploadFiles/root/room/1196961/thumb/8acf841f5df34f15bb0b1acf1324edb7.jpg_414_262.jpg
beijing,整套二居室,"
                                        5.0
                                    ",2室,整租,宜住6人,￥488,//pics.muniao.com//UploadFiles/root/room/1196957/thumb/4f5fe734c8954cdcaa51e5accbb62bda.jpg_414_262.jpg
beijing,[溪苑] 山景大炕/私汤,"
                                        5.0
                                    ",8室,单间出租,宜住4人,￥600,//pics.muniao.com//UploadFiles/root/thumb/240531/0b55df360c7a479e85994bf30896fe02.jpg_414_262.jpg
beijing,[夏沐] 纱幔双大床,"
                                        5.0
                                    ",8室,单间出租,宜住4人,￥700,//pics.muniao.com//UploadFiles/root/thumb/240531/ab3266e7d16b43e2bae0aa042dc042fd.jpg_414_262.jpg
beijing,[秋韵] 山景四人间,"
                                        5.0
                                    ",8室,单间出租,宜住4人,￥600,//pics.muniao.com//UploadFiles/root/thumb/240531/ec121417a750452cb90d3fc7a91cc844.jpg_414_262.jpg
beijing,[归来] 藤编大床房,"
                                        5.0
                                    ",8室,单间出租,宜住2人,￥498,//pics.muniao.com//UploadFiles/root/thumb/240531/6d05c66cc9f74a548f475f3eee6d8e0b.jpg_414_262.jpg
beijing,[春谷] 藤编双大床  家庭房/四人间,"
                                        5.0
                                    ",8室,单间出租,宜住4人,￥600,//pics.muniao.com//UploadFiles/root/thumb/240531/b141777fbeb4447fb40f4f0bb025ca21.jpg_414_262.jpg
beijing,[栖子阁]  山景双床房/私汤/wifi/享超大露台/全天管家,"
                                        5.0
                                    ",8室,单间出租,宜住4人,￥600,//pics.muniao.com//UploadFiles/root/thumb/240531/65e7aae91bb6499db0069cc670b60e3b.jpg_414_262.jpg
beijing,[童话树屋]  亲子套房,"
                                        5.0
                                    ",8室,单间出租,宜住3人,￥700,//pics.muniao.com//UploadFiles/root/thumb/240531/ea966d50bfb048f0842a4653ab4ca88a.jpg_414_262.jpg
beijing,[春燕小筑] 山景茶台房/可亲子/超大浴缸/WiFi/生活用品/享超大露台,"
                                        5.0
                                    ",8室,单间出租,宜住4人,￥500,//pics.muniao.com//UploadFiles/root/thumb/240531/9cce4d8ec39d46729a1b68bc7a96771c.jpg_414_262.jpg
beijing,【漫途小屋】近天安 门天 坛故 宫国博同仁协和儿研所近商场众多吃饭方便出行方便（一张床是在客厅中）,"
                                        5.0
                                    ",1室,整租,宜住5人,￥1088,//pics.muniao.com//UploadFiles/root/thumb/240530/d191ded349054e3b995d909361f21349.jpg_414_262.jpg
beijing,【春光十里】近天安 门故 宫 天 坛前 门 南锣鼓巷 王府井 同仁协和儿研所；欢乐谷环球影城颐和园,"
                                        5.0
                                    ",4室,整租,宜住8人,￥1399,//pics.muniao.com//UploadFiles/root/thumb/240530/2b8e54d12c544f8ab6b307da5ef79456.jpg_414_262.jpg
beijing,【静雅之心】广渠门外地铁口300米，近天 安 门故 宫协和同仁国博，环球影城欢乐谷北京站西站直达，,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1499,//pics.muniao.com//UploadFiles/root/thumb/240530/e4e1efee59ea4671bb0f68b03e59773f.jpg_414_262.jpg
beijing,【花间】近天安门故宫王府井南锣鼓巷清华北大地铁5号线宋家庄站温馨舒适三室套房,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1199,//pics.muniao.com//UploadFiles/root/thumb/240530/3e68cb38401c4d849e17b7529cc637e4.jpg_414_262.jpg
beijing,国考求实中学旁家属楼安贞一院附近五分钟阳光优雅大床房可住两人。,"
                                        5.0
                                    ",5室,单间出租,宜住2人,￥185,//pics.muniao.com//UploadFiles/root/thumb/240530/91fe5146c4564c3fa41a573f3419965c.jpg_414_262.jpg
beijing,"紧靠安贞一院步行五分钟,北三环，附近鸟巢，水立方，南锣鼓巷簋街*后海什刹海！","
                                        5.0
                                    ",2室,整租,宜住6人,￥618,//pics.muniao.com//UploadFiles/root/thumb/240530/9c1a29d14ba64cabaf59aa50391d6b02.jpg_414_262.jpg
beijing,【湖光山色】近天安 门故 宫 天 坛前 门 南锣鼓巷 王府井 同仁协和儿研所；欢乐谷环球影城7号线,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1199,//pics.muniao.com//UploadFiles/root/thumb/240530/28170d1797ac4cc6afc9f1700f571559.jpg_414_262.jpg
beijing,紧靠中友好，中医大三院，北大一院三人间安贞一院五分钟温馨三人间交通便利购物方便三环鸟巢，水立方中国科,"
                                        5.0
                                    ",5室,单间出租,宜住3人,￥203,//pics.muniao.com//UploadFiles/root/thumb/240530/78f927fc0706428e9c88b20dc11c9371.jpg_414_262.jpg
beijing,国考求实中学一墙之隔家属楼近安贞心在大楼五分钟，鸟巢，水立方*后海，南锣鼓巷也在温馨四人间,"
                                        5.0
                                    ",5室,单间出租,宜住4人,￥298,//pics.muniao.com//UploadFiles/root/thumb/240530/348671bd3dbd42529e8dc18007368ff5.jpg_414_262.jpg
beijing,【金色传说】近天安 门故 宫 天 坛前 门 南锣鼓巷 王府井 同仁协和儿研所；欢乐谷环球影城颐和园,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1299,//pics.muniao.com//UploadFiles/root/thumb/240530/3abd42ea1fb44a7f850cd5268a897689.jpg_414_262.jpg
beijing,阳光单人间,"
                                        5.0
                                    ",5室,单间出租,宜住1人,￥110,//pics.muniao.com//UploadFiles/root/thumb/240530/e9f7174136b5473a95b3d82e49e1e0d8.jpg_414_262.jpg
beijing,国考求实中学家属楼安贞一院附近五分钟阳光明媚家庭房可住三人,"
                                        5.0
                                    ",5室,单间出租,宜住3人,￥225,//pics.muniao.com//UploadFiles/root/thumb/240530/b90e0e6491ff4e98aaa202fce16e9071.jpg_414_262.jpg
beijing,【灯火阑珊】 仅邻7号线地铁口，天 安 门、故 宫、天坛南锣鼓巷前门.欢乐谷环球影城颐和园清华北大,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1499,//pics.muniao.com//UploadFiles/root/thumb/240530/55ac129fe6014661ae02e5331b9c9218.jpg_414_262.jpg
beijing,国考求实中学两分钟路程朝阳大主卧近安贞一院两分钟，鸟巢，水立方后海三里屯**阳光四人间,"
                                        5.0
                                    ",5室,单间出租,宜住3人,￥215,//pics.muniao.com//UploadFiles/root/thumb/240530/eeac0525703c4228850f1b77bcc75975.jpg_414_262.jpg
beijing,【太空之旅】 仅邻宋家庄地铁口天安门故 宫天坛南锣鼓巷前门.欢乐谷环球影城清华北大，有一个床在客厅,"
                                        5.0
                                    ",2室,整租,宜住8人,￥1299,//pics.muniao.com//UploadFiles/root/thumb/240530/ded6c5d2b42c4fa29cfa492c20f4ba4f.jpg_414_262.jpg
beijing,安贞一院五分钟安静得大床，你值得拥有,"
                                        5.0
                                    ",5室,单间出租,宜住2人,￥139,//pics.muniao.com//UploadFiles/root/thumb/240530/94e550fe2ab747a8a5837c5f9a22cf95.jpg_414_262.jpg
beijing,【月落繁花】近天安 门故 宫 天 坛前 门 南锣鼓巷 王府井 同仁协和儿研所；欢乐谷环球影城颐和园,"
                                        5.0
                                    ",2室,整租,宜住7人,￥1299,//pics.muniao.com//UploadFiles/root/thumb/240530/34984d7116134a6da636f1c308f42c20.jpg_414_262.jpg
beijing,【花朝月夜】地铁7号线近天 安门 故 宫前门步行街 天坛 王府井 环球影城 故宫南锣鼓巷颐和园,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1399,//pics.muniao.com//UploadFiles/root/thumb/240530/05130e64485442ad8d172fa0f1981707.jpg_414_262.jpg
beijing,崇文门地铁口天 安 门/故 宫/天坛/军博/王府井/南锣鼓巷/三里屯/同仁/协和/环球影城欢乐谷,"
                                        5.0
                                    ",2室,整租,宜住6人,￥999,//pics.muniao.com//UploadFiles/root/thumb/240530/a779f68a4ff342fb8657491256417453.jpg_414_262.jpg
beijing,【如遇春台】近天安 门故 宫 天 坛前 门 南锣鼓巷 王府井 同仁协和儿研所；欢乐谷环球影城颐和园,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1199,//pics.muniao.com//UploadFiles/root/thumb/240530/1cca59b2c4854d1fa8eb488a9a019b4c.jpg_414_262.jpg
beijing,【朝花夕拾】近2 5 7号地铁口，可步行天 安 门故 宫前门大栅栏天坛协和同仁国博，北京站西站直达，,"
                                        5.0
                                    ",4室,整租,宜住8人,￥1099,//pics.muniao.com//UploadFiles/root/thumb/240530/6edbb099cddb46998ee1d44d4556144a.jpg_414_262.jpg
beijing,【江南一色】近7号线地铁口仅50米，天 安 门、故 宫南锣鼓巷欢乐谷环球影城天坛协和（一张床在客厅）,"
                                        5.0
                                    ",2室,整租,宜住6人,￥999,//pics.muniao.com//UploadFiles/root/thumb/240530/7231bac6170b41f08e537536634ffe67.jpg_414_262.jpg
beijing,【静雅】7号线地铁口300米，天 安 门故 宫 天坛前门大栅栏协和同仁国博环球影城欢乐谷可直达，,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1299,//pics.muniao.com//UploadFiles/root/thumb/240530/70b5d6d6c40a4ba49abedb686d43fbea.jpg_414_262.jpg
beijing,【一叶知秋】近地铁2 5 7号线，近商圈可步行直天 安 门，故 宫前门   一张床在客厅中！！,"
                                        5.0
                                    ",2室,整租,宜住7人,￥1199,//pics.muniao.com//UploadFiles/root/thumb/240530/a9fccfddb8484852a1c6fec8153dc2f8.jpg_414_262.jpg
beijing,【梦幻之星】近7 5 2号地铁口，天 安 门故 宫天 坛协和欢乐谷环球影城，周边饭店市场王府井,"
                                        5.0
                                    ",3室,整租,宜住8人,￥1499,//pics.muniao.com//UploadFiles/root/thumb/240530/68e428c900b54c34a93145dd24eb698b.jpg_414_262.jpg
beijing,【千山暮雪】近7号线地铁口 天 安 门国博、故 宫南锣鼓巷，协和环球影城欢乐谷（一张床是在客厅中,"
                                        5.0
                                    ",2室,整租,宜住6人,￥899,//pics.muniao.com//UploadFiles/root/thumb/240530/38e45366294d40a9a2ebaaeffb639304.jpg_414_262.jpg
beijing,【风雨晨光】近天坛协和同仁国博，环球影城欢乐谷北京站西站直达 前 门 王府井,"
                                        5.0
                                    ",3室,整租,宜住8人,￥3999,//pics.muniao.com//UploadFiles/root/thumb/240530/0bd75ee4946443989725645cf9cb72bf.jpg_414_262.jpg
beijing,【清风逸云】广渠门外地铁口300米，近天 安 门故 宫协和同仁国博，北京站西站直达，客厅有床,"
                                        5.0
                                    ",2室,整租,宜住6人,￥2599,//pics.muniao.com//UploadFiles/root/thumb/240530/be3fa54f20124ebab3baabdd6617f2e0.jpg_414_262.jpg
beijing,【梦羽晨曦】近7号线地铁口，天 安 门 故 宫，协和，环球影城欢乐谷，出行方便（沙发床在客厅中）,"
                                        5.0
                                    ",3室,整租,宜住9人,￥2559,//pics.muniao.com//UploadFiles/root/thumb/240530/95e142169e1e4b0d80827525effa1c6a.jpg_414_262.jpg
beijing,【枫之林】多套房源，预定请注意~近宋家庄地铁/天安门/故宫/王府井/清华北大/一张床在客厅,"
                                        5.0
                                    ",2室,整租,宜住8人,￥1099,//pics.muniao.com//UploadFiles/root/thumb/240530/92a513dd73a44f34a6b5673a4c543a7d.jpg_414_262.jpg
beijing,【顽皮豹】近天安 门故 宫 天 坛前 门 南锣鼓巷 王府井 同仁协和儿研所；欢乐谷环球影城颐和园清华,"
                                        5.0
                                    ",2室,整租,宜住7人,￥2599,//pics.muniao.com//UploadFiles/root/thumb/240530/fac55be7b9074fbdae8a4a26ce1f7c8c.jpg_414_262.jpg
beijing,【秘境】下单请咨询~近地铁5号线10号线宋家庄近天安门故宫王府井南锣鼓巷清华北大温馨舒适大两室套房,"
                                        5.0
                                    ",2室,整租,宜住8人,￥999,//pics.muniao.com//UploadFiles/root/thumb/240530/c1d64e2332e14e74af4e45dafd0837c3.jpg_414_262.jpg
beijing,【春风化雨】磁器口崇文门 仅邻7号线地铁口，可步行到天 安 门、故 宫天坛南锣鼓巷等景点及车站,"
                                        5.0
                                    ",3室,整租,宜住8人,￥2559,//pics.muniao.com//UploadFiles/root/thumb/240530/4575c9e4641d4fd6adc62349918742d8.jpg_414_262.jpg
beijing,【卡通世界】下单请咨询~近地铁5号线10号线宋家庄近天安门故宫王府井南锣鼓巷清华，有一个床在客厅,"
                                        5.0
                                    ",2室,整租,宜住8人,￥1066,//pics.muniao.com//UploadFiles/root/thumb/240530/6fdd23560adb40f99e242523d21c7607.jpg_414_262.jpg
beijing,平谷高端露营短租【ins风】【带泳池汗蒸】,"
                                        5.0
                                    ",10室,整租,宜住24人,￥6680,//pics.muniao.com//UploadFiles/root/thumb/240530/e8ec337f3d444d00801455501c3c346c.jpg_414_262.jpg
beijing,密云水库/独立卫浴/户外烧烤/垂钓/采摘/爬山/聚会/做饭/干净卫生/山景/水景,5.0,4室,单间出租,宜住4人,￥550,//pics.muniao.com//UploadFiles/root/room/1196020/thumb/73f163d0b1d540b298196e5774276036.jpg_414_262.jpg
beijing,平谷桃花谷泳池｜露营｜山景,"
                                        5.0
                                    ",10室,整租,宜住26人,￥8500,//pics.muniao.com//UploadFiles/root/thumb/240530/f5390b93831f4d3eb26d0b962888168a.jpg_414_262.jpg
beijing,八达岭长城｜独栋独院｜烧烤｜网红,"
                                        5.0
                                    ",7室,整租,宜住20人,￥2800,//pics.muniao.com//UploadFiles/root/thumb/240530/4cc8c3745af847f5a3d7191a16b80467.jpg_414_262.jpg
beijing,延庆亲子玉渡山｜龙庆峡｜泳池｜烧烤｜聚会｜团建,"
                                        5.0
                                    ",7室,整租,宜住16人,￥3800,//pics.muniao.com//UploadFiles/root/thumb/240530/4dbc9abad9a44505ace22d2feae59f39.jpg_414_262.jpg
beijing,密云水库/独立卫浴/户外烧烤/垂钓/采摘/爬山/聚会/做饭/干净卫生/山景/水景,5.0,2室,单间出租,宜住2人,￥550,//pics.muniao.com//UploadFiles/root/room/1196004/thumb/dab0197615344caa808217d8afe56b84.jpg_414_262.jpg
beijing,整套公寓自住入住/双人大床房/私密性强/楼下KTV/美食街,"
                                        5.0
                                    ",1室,整租,宜住2人,￥208,//pics.muniao.com//UploadFiles/root/room/1195879/thumb/cf7a03ae2d9a4f2ba27b8aeedda3fa72.jpg_414_262.jpg
beijing,整套房屋/干净整洁/温馨舒适大床房/适合出差/旅游/让您住的放心/安心,"
                                        5.0
                                    ",1室,整租,宜住3人,￥198,//pics.muniao.com//UploadFiles/root/thumb/240530/cc0833f1093247a9b9f3aa308075e4cb.jpg_414_262.jpg
beijing,简约温馨小窝/租房，公寓，套房，出差住宿，约会度假，可洗衣,"
                                        5.0
                                    ",1室,整租,宜住2人,￥188,//pics.muniao.com//UploadFiles/root/room/1195873/thumb/d7791ab7ab54488382d508f720d87d69.jpg_414_262.jpg
beijing,南向投影房/交通便利/环境优雅/服务周到/配套设施齐全,"
                                        5.0
                                    ",1室,整租,宜住2人,￥228,//pics.muniao.com//UploadFiles/root/room/1195865/thumb/c1c408f6c248476fb62aa5de51e71e2a.jpg_414_262.jpg
beijing,温馨公寓短租/自助入住/双人大床房/可长租短租,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//pics.muniao.com//UploadFiles/root/room/1195851/thumb/f3981a2b57f8479b8a9ab5c2c6b7f71f.jpg_414_262.jpg
beijing,三里屯太古里/工体/CBB/朝阳医院/4人榻榻米,"
                                        5.0
                                    ",1室,整租,宜住4人,￥1000,//pics.muniao.com//UploadFiles/root/thumb/240530/3abc0779a5614a22956a23a8bb929628.jpg_414_262.jpg
beijing,林肯公园2室观景房/近文化园地铁站/公园/大族广场/可日租 月租 年租,"
                                        5.0
                                    ",2室,整租,宜住4人,￥610,//pics.muniao.com//UploadFiles/root/thumb/240530/60acc275ad6a42a0b78f66d5a7336dc0.jpg_414_262.jpg
beijing,紧邻十里堡地铁6号线温馨两居｜朝阳大悦城｜朝阳公园｜地铁直达南锣鼓巷|北海北,"
                                        5.0
                                    ",2室,整租,宜住4人,￥610,//pics.muniao.com//UploadFiles/root/room/1195636/thumb/642495354a1c4c3c90702c31196cb517.jpeg_414_262.jpeg
beijing,北京南站大两房4号线地铁口零距离，中古风干净宽敞大两居，适合出差，适合家庭朋友出游。,"
                                        5.0
                                    ",2室,整租,宜住6人,￥436,//pics.muniao.com//UploadFiles/root/thumb/240529/7d87621c5a9f459688db4ea7dc1c67cf.jpg_414_262.jpg
beijing,北京南站4号地铁口干净宽敞大两居家庭游出差就医北京大学附属儿童广安门中医宣武做饭,"
                                        5.0
                                    ",2室,整租,宜住6人,￥748,//pics.muniao.com//UploadFiles/root/thumb/240529/3511e80d4d4b4a229d5f84caa39f8551.jpg_414_262.jpg
beijing,北京南站出差就医北京大学附属儿广安门中医宣武大三床可做饭出门就是地铁口,"
                                        5.0
                                    ",1室,整租,宜住4人,￥541,//pics.muniao.com//UploadFiles/root/thumb/240529/6d6f410a5ca34d14b06410ef7856cf6b.jpg_414_262.jpg
beijing,北京肿瘤医学院/十里河/潘家园/北京站/*/*/南楼鼓巷/国贸/三里屯/整租两居室,"
                                        5.0
                                    ",2室,整租,宜住4人,￥999,//pics.muniao.com//UploadFiles/root/thumb/240529/fe343318640c4ac482b06ba491b4d668.jpg_414_262.jpg
beijing,安贞一院附近五分钟，,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥299,//pics.muniao.com//UploadFiles/root/thumb/240529/8fabcfa1d6754becabcced7599687c98.jpg_414_262.jpg
beijing,阳光大床房近安贞心外大楼,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥299,//pics.muniao.com//UploadFiles/root/thumb/240529/8ef9e765e4a143ec964d0a613d59c8d4.jpg_414_262.jpg
beijing,带窗三人间,"
                                        5.0
                                    ",2室,单间出租,宜住3人,￥338,//pics.muniao.com//UploadFiles/root/thumb/240529/a2fd7c5188e84a9b9dfa47cc3ecd7c48.jpg_414_262.jpg
beijing,近安贞心外大楼，小单间。,"
                                        5.0
                                    ",2室,单间出租,宜住1人,￥218,//pics.muniao.com//UploadFiles/root/thumb/240529/92c16b50d5c64d47bf3d852ef803d810.jpg_414_262.jpg
beijing,近安贞心外大楼，可做饭，国考求实中学路程两分钟,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥150,//pics.muniao.com//UploadFiles/root/thumb/240529/a87394aa4e3f498f91f670e2ecf447bf.jpg_414_262.jpg
beijing,安贞心外大楼5人间，,"
                                        5.0
                                    ",2室,单间出租,宜住5人,￥290,//pics.muniao.com//UploadFiles/root/thumb/240529/f335ef83b95548c0bcfc0fa5ea0d9611.jpg_414_262.jpg
beijing,两居室整租独立卫浴，近安贞心外大楼,"
                                        5.0
                                    ",2室,整租,宜住7人,￥688,//pics.muniao.com//UploadFiles/root/thumb/240529/e09a018428a84dcfa157faa924df9f40.jpg_414_262.jpg
beijing,宽敞,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥200,//pics.muniao.com//UploadFiles/root/room/1195102/thumb/0766c047a391434a9e69cb00c86ccb0e.jpg_414_262.jpg
shanghai,浅藏『玖畹花』270度玻璃套房,"
                                        5.0
                                    ",2室,整租,宜住2人,￥866,//pics.muniao.com//UploadFiles/root/room/491150/thumb/1275935dbbd941fc81e8a324ca7746a2.jpeg_414_262.jpeg
shanghai,（网红民宿）迪士尼两站梦幻火烈鸟套房,"
                                        4.6
                                    ",2室,整租,宜住4人,￥368,//pics.muniao.com//UploadFiles/root/room/461822/thumb/fe7bbcda604345f88fe87fb6e37da789.jpg_414_262.jpg
shanghai,Nous麓眠〔北海〕哥特风烛光露台浴缸大床房含迪士尼接或送和双早网红民宿情侣闺蜜打卡种草商业拍摄必选,"
                                        4.6
                                    ",1室,整租,宜住2人,￥470,//pics.muniao.com//UploadFiles/root/room/562467/thumb/fd63c41f18f14dea9547aef46796af71.jpg_414_262.jpg
shanghai,浅藏『壹芯』180度景观双床,"
                                        5.0
                                    ",1室,整租,宜住2人,￥646,//pics.muniao.com//UploadFiles/root/room/491151/thumb/38b127f8aedd44e2886487e7478d0b65.jpeg_414_262.jpeg
